Author,Material,w,w_e,w_mf,FG,T,p,d_p,rho_p,eps_mf,phi_s,d_t,p_h,p_v,w_p,h
Eder,Soda-lime glass,0.05,NaN,0.017,NaN,300.392144419741,100000,0.00013,2450,0.41,1,0.02,0.055,0.0275,0.00061231424193556,353.79257808249
Eder,Soda-lime glass,0.05,NaN,0.017,NaN,301.134584309584,100000,0.00013,2450,0.41,1,0.02,0.055,0.0275,0.00143337197544006,351.62024829018
Eder,Soda-lime glass,0.05,NaN,0.017,NaN,297.835005704409,100000,0.00013,2450,0.41,1,0.02,0.055,0.0275,0.00224747159255893,362.268431318382
Eder,Soda-lime glass,0.11,NaN,0.017,NaN,301.272449693816,100000,0.00013,2450,0.41,1,0.02,0.055,0.0275,0,410.950593100446
Eder,Soda-lime glass,0.11,NaN,0.017,NaN,300.392144419741,100000,0.00013,2450,0.41,1,0.02,0.055,0.0275,0.00061231424193556,429.718434248307
Eder,Soda-lime glass,0.11,NaN,0.017,NaN,301.134584309584,100000,0.00013,2450,0.41,1,0.02,0.055,0.0275,0.00143337197544006,425.409352319245
Eder,Soda-lime glass,0.11,NaN,0.017,NaN,297.835005704409,100000,0.00013,2450,0.41,1,0.02,0.055,0.0275,0.00224747159255893,425.801125091037
Kim (2013),Silica,NaN,NaN,NaN,1.133549572,293.15,100000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,235.287114547232
Kim (2013),Silica,NaN,NaN,NaN,1.279288486,293.15,100000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,251.043179596552
Kim (2013),Silica,NaN,NaN,NaN,1.2804363281,293.15,100000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,239.023207144761
Kim (2013),Silica,NaN,NaN,NaN,1.6168281051,293.15,100000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,319.333253354661
Kim (2013),Silica,NaN,NaN,NaN,1.6157543174,293.15,100000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,300.708588820759
Kim (2013),Silica,NaN,NaN,NaN,1.8015319372,293.15,100000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,341.127617820433
Kim (2013),Silica,NaN,NaN,NaN,2.2605453361,293.15,100000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,376.01799075802
Kim (2013),Silica,NaN,NaN,NaN,2.9737625522,293.15,100000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,397.562156758198
Kim (2013),Silica,NaN,NaN,NaN,3.3370730768,293.15,100000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,384.293766106816
Kim (2013),Silica,NaN,NaN,NaN,2.6164874552,293.15,100000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,411.886021505376
Kim (2013),Silica,NaN,NaN,NaN,1.3082437276,293.15,210000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,325.043010752688
Kim (2013),Silica,NaN,NaN,NaN,1.4964157706,293.15,210000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,341.220430107527
Kim (2013),Silica,NaN,NaN,NaN,2.2356630824,293.15,210000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,455.131720430108
Kim (2013),Silica,NaN,NaN,NaN,2.5,293.15,210000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,450.3
Kim (2013),Silica,NaN,NaN,NaN,2.7508960573,293.15,210000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,455.069892473118
Kim (2013),Silica,NaN,NaN,NaN,3.3109318996,293.15,210000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,470.602688172043
Kim (2013),Silica,NaN,NaN,NaN,3.3109318996,293.15,210000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,463.402688172043
Kim (2013),Silica,NaN,NaN,NaN,0.9484878107,293.15,410000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,223.745685594953
Kim (2013),Silica,NaN,NaN,NaN,1.0909313072,293.15,410000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,314.923633697681
Kim (2013),Silica,NaN,NaN,NaN,1.508079327,293.15,410000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,362.516551141918
Kim (2013),Silica,NaN,NaN,NaN,1.7424612696,293.15,410000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,402.913218697236
Kim (2013),Silica,NaN,NaN,NaN,1.998133831,293.15,410000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,439.2246867502
Kim (2013),Silica,NaN,NaN,NaN,2.3278236915,293.15,410000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,472.373553719008
Kim (2013),Silica,NaN,NaN,NaN,2.7236810924,293.15,410000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,493.10125744246
Kim (2013),Silica,NaN,NaN,NaN,3.7755487426,293.15,410000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,434.968421754199
Kim (2013),Silica,NaN,NaN,NaN,1.232078853,293.15,740000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,292.652150537634
Kim (2013),Silica,NaN,NaN,NaN,1.5681003584,293.15,740000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,394.011827956989
Kim (2013),Silica,NaN,NaN,NaN,1.7921146953,293.15,740000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,458.784946236559
Kim (2013),Silica,NaN,NaN,NaN,2.2491039427,293.15,740000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,512.730107526882
Kim (2013),Silica,NaN,NaN,NaN,2.6926523297,293.15,740000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,532.47688172043
Kim (2013),Silica,NaN,NaN,NaN,3.0241935484,293.15,740000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,519.237096774194
Kim (2013),Silica,NaN,NaN,NaN,3.0241935484,293.15,740000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,504.837096774194
Kim (2013),Silica,NaN,NaN,NaN,3.167562724,293.15,740000,0.00024,2648,0.478,NaN,0.0254,0.08,0.0692820323027551,0,486.219892473118
Kim (2003),Silica,0.0549442576,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,234.649751553862
Kim (2003),Silica,0.0619852985,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,238.528891420361
Kim (2003),Silica,0.0619472935,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,250.717560091498
Kim (2003),Silica,0.0780013277,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,300.913429576425
Kim (2003),Silica,0.0699262676,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,333.800876672936
Kim (2003),Silica,0.0781862425,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,316.527206034436
Kim (2003),Silica,0.0779677085,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,296.637700216531
Kim (2003),Silica,0.0868807037,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,342.361857918288
Kim (2003),Silica,0.0870560961,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,338.300976383779
Kim (2003),Silica,0.1090017148,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,375.497650805308
Kim (2003),Silica,0.1089872083,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,357.582159801479
Kim (2003),Silica,0.1257199834,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,394.998841320196
Kim (2003),Silica,0.1259014313,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,428.211784253358
Kim (2003),Silica,0.1258711885,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,390.861898344956
Kim (2003),Silica,0.1257916972,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,404.421975500978
Kim (2003),Silica,0.1428230859,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,396.287599041247
Kim (2003),Silica,0.1429651979,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,374.402990696161
Kim (2003),Silica,0.142794689,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,361.217461451783
Kim (2003),Silica,0.1607945773,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,384.375612974765
Kim (2003),Silica,0.18504329,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,380.418482695577
Kim (2003),Silica,0.0779917777,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,319.84548410339
Kim (2003),Silica,0.1428170089,NaN,0.048,NaN,293.15,100000,0.00024,2648,0.4789401688,NaN,0.0254,0.08,0.0692820323027551,0,379.005939658878
Grewal,Silica,0.0928165125500825,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.028575,0.0247466759131403,0,415.082138127307
Grewal,Silica,0.144061604855373,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.028575,0.0247466759131403,0,452.686996633588
Grewal,Silica,0.195887065955892,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.028575,0.0247466759131403,0,454.354787647539
Grewal,Silica,0.218671072061281,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.028575,0.0247466759131403,0,466.200380233809
Grewal,Silica,0.292517061326477,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.028575,0.0247466759131403,0,471.640591202245
Grewal,Silica,0.306263498840978,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.028575,0.0247466759131403,0,464.736960748401
Grewal,Silica,0.327763648396807,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.028575,0.0247466759131403,0,469.722184007306
Grewal,Silica,0.365599224022019,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.028575,0.0247466759131403,0,469.209514795803
Grewal,Silica,0.398756623200946,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.028575,0.0247466759131403,0,476.583796470489
Grewal,Silica,0.439204206823206,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.028575,0.0247466759131403,0,464.152438286594
Grewal,Silica,0.439973613896846,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.028575,0.0247466759131403,0,468.793561550969
Grewal,Silica,0.0928168613473633,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.05715,0.0494933518262807,0,414.880252870401
Grewal,Silica,0.144061953652654,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.05715,0.0494933518262807,0,452.485111376682
Grewal,Silica,0.194829567226238,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.05715,0.0494933518262807,0,466.470886587891
Grewal,Silica,0.246891151881342,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.05715,0.0494933518262807,0,481.462358676176
Grewal,Silica,0.304408341888814,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.05715,0.0494933518262807,0,488.564642233799
Grewal,Silica,0.304371371312938,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.05715,0.0494933518262807,0,509.964479465883
Grewal,Silica,0.355421844835831,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.05715,0.0494933518262807,0,510.221311325962
Grewal,Silica,0.356748601178365,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.05715,0.0494933518262807,0,492.249794053833
Grewal,Silica,0.400283578914031,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.05715,0.0494933518262807,0,492.730141734058
Grewal,Silica,0.436013574017334,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.05715,0.0494933518262807,0,510.998768466783
Grewal,Silica,0.093604056156464,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.085725,0.074240027739421,0,409.225228032547
Grewal,Silica,0.146159163460669,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.085725,0.074240027739421,0,438.549061598209
Grewal,Silica,0.195871370919946,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.085725,0.074240027739421,0,463.43962420833
Grewal,Silica,0.246893593293969,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.085725,0.074240027739421,0,480.049161877831
Grewal,Silica,0.308028321926714,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.085725,0.074240027739421,0,493.197560801773
Grewal,Silica,0.357001466160738,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.085725,0.074240027739421,0,495.882982796658
Grewal,Silica,0.402090255569236,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.085725,0.074240027739421,0,496.964510958657
Grewal,Silica,0.0930658897279855,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.1143,0.0989867036525613,0,420.734179439197
Grewal,Silica,0.144335745377676,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.1143,0.0989867036525613,0,444.00518470512
Grewal,Silica,0.19533041428156,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.1143,0.0989867036525613,0,476.563657670231
Grewal,Silica,0.245844465278209,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.1143,0.0989867036525613,0,487.320014652428
Grewal,Silica,0.303885870496281,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.1143,0.0989867036525613,0,490.988757079658
Grewal,Silica,0.356493643496476,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.1143,0.0989867036525613,0,489.827916852446
Grewal,Silica,0.436048451977863,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0127,0.1143,0.0989867036525613,0,490.810242776138
Grewal,Silica,0.295123798814806,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.028575,0.0247466759131403,0,250.836843008686
Grewal,Silica,0.329190939158679,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.028575,0.0247466759131403,0,264.169906278966
Grewal,Silica,0.364479543255119,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.028575,0.0247466759131403,0,273.648748669711
Grewal,Silica,0.403457041618237,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.028575,0.0247466759131403,0,282.320313090048
Grewal,Silica,0.437502452665872,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.028575,0.0247466759131403,0,286.115582409283
Grewal,Silica,0.475032872502462,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.028575,0.0247466759131403,0,289.610656047238
Grewal,Silica,0.512154596784637,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.028575,0.0247466759131403,0,293.714030691064
Grewal,Silica,0.555623124093167,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.028575,0.0247466759131403,0,293.664966184902
Grewal,Silica,0.329997234659028,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.028575,0.0247466759131403,0,258.082941398606
Grewal,Silica,0.366124728116006,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.028575,0.0247466759131403,0,275.781509835559
Grewal,Silica,0.401405472658274,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.028575,0.0247466759131403,0,281.810511861032
Grewal,Silica,0.43771073026225,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.028575,0.0247466759131403,0,287.536352088984
Grewal,Silica,0.473395778324447,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.028575,0.0247466759131403,0,291.029201139758
Grewal,Silica,0.511744051863944,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.028575,0.0247466759131403,0,293.510604552165
Grewal,Silica,0.53901315954937,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.028575,0.0247466759131403,0,292.934683648598
Grewal,Silica,0.545989649740915,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.028575,0.0247466759131403,0,295.175337292732
Grewal,Silica,0.293277964698843,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.05715,0.0494933518262807,0,250.631686635312
Grewal,Silica,0.330042311404914,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.05715,0.0494933518262807,0,277.868790552371
Grewal,Silica,0.366976100362242,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.05715,0.0494933518262807,0,289.480394108964
Grewal,Silica,0.403297539331962,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.05715,0.0494933518262807,0,302.308846853651
Grewal,Silica,0.442071383346058,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.05715,0.0494933518262807,0,311.588959456212
Grewal,Silica,0.474473921156483,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.05715,0.0494933518262807,0,314.266126540561
Grewal,Silica,0.512205452589718,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.05715,0.0494933518262807,0,316.036527172234
Grewal,Silica,0.558753298142566,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.05715,0.0494933518262807,0,317.614624600913
Grewal,Silica,0.364527625094952,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.05715,0.0494933518262807,0,294.753654433726
Grewal,Silica,0.436530182349783,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.05715,0.0494933518262807,0,309.350036046552
Grewal,Silica,0.474058752904265,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.05715,0.0494933518262807,0,312.033382539737
Grewal,Silica,0.548691248221769,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.05715,0.0494933518262807,0,311.007229908339
Grewal,Silica,0.294328367962576,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.085725,0.074240027739421,0,261.692704864568
Grewal,Silica,0.328396664118288,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.085725,0.074240027739421,0,275.53309760033
Grewal,Silica,0.365337850288218,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.085725,0.074240027739421,0,290.391609736002
Grewal,Silica,0.400830570991081,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.085725,0.074240027739421,0,299.464835730715
Grewal,Silica,0.43631681916448,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.085725,0.074240027739421,0,305.697016718734
Grewal,Silica,0.478364158148506,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.085725,0.074240027739421,0,311.835641456967
Grewal,Silica,0.512608137956238,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.085725,0.074240027739421,0,312.790112945862
Grewal,Silica,0.559975455365403,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.085725,0.074240027739421,0,314.064801400666
Grewal,Silica,0.292689655631152,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.1143,0.0989867036525613,0,262.400988705414
Grewal,Silica,0.329434122323093,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.1143,0.0989867036525613,0,280.912025816197
Grewal,Silica,0.40186456176037,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.1143,0.0989867036525613,0,303.321775550139
Grewal,Silica,0.507687146501743,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.1143,0.0989867036525613,0,312.784180713378
Grewal,Silica,0.558128003096031,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.1143,0.0989867036525613,0,313.149383775619
Grewal,Silica,0.364936089520667,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.1143,0.0989867036525613,0,294.043887534759
Grewal,Silica,0.438988828794923,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.1143,0.0989867036525613,0,308.541275018023
Grewal,Silica,0.473853711614703,NaN,0.22220676192,NaN,293.15,100000,0.000504,2670,0.42,0.88,0.0127,0.1143,0.0989867036525613,0,312.033135363384
Grewal,Alumina,0.146473344042256,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0127,0.028575,0.0247466759131403,0,300.332086682051
Grewal,Alumina,0.19635066088927,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0127,0.028575,0.0247466759131403,0,339.734224556378
Grewal,Alumina,0.25452367328058,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0127,0.028575,0.0247466759131403,0,372.189066603008
Grewal,Alumina,0.327860140168125,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0127,0.028575,0.0247466759131403,0,391.127025808334
Grewal,Alumina,0.400427718043628,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0127,0.028575,0.0247466759131403,0,402.576058990478
Grewal,Alumina,0.4741633642285,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0127,0.028575,0.0247466759131403,0,410.651706851277
Grewal,Alumina,0.544986876917446,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0127,0.028575,0.0247466759131403,0,411.617728972706
Grewal,Alumina,0.553558515215556,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0127,0.028575,0.0247466759131403,0,409.913264900135
Grewal,Alumina,0.146808226045468,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0127,0.05715,0.0494933518262807,0,313.814487679372
Grewal,Alumina,0.196716352028361,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0127,0.05715,0.0494933518262807,0,357.523673112119
Grewal,Alumina,0.255169325664938,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0127,0.05715,0.0494933518262807,0,395.783135725843
Grewal,Alumina,0.327572141687446,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0127,0.05715,0.0494933518262807,0,417.532160950638
Grewal,Alumina,0.400842971643442,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0127,0.05715,0.0494933518262807,0,427.294236227156
Grewal,Alumina,0.473618176403022,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0127,0.05715,0.0494933518262807,0,434.435691360972
Grewal,Alumina,0.547545375001146,NaN,0.105211535,NaN,293.15,100000,0.000259,4015,0.51,0.64,0.0127,0.05715,0.0494933518262807,0,435.956605925572
Grewal,Silica,0.0932907788790326,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.05005,0.0433445714594111,0,297.456637409138
Grewal,Silica,0.144432587377152,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.05005,0.0433445714594111,0,326.674015962461
Grewal,Silica,0.197435145283451,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.05005,0.0433445714594111,0,346.151831912353
Grewal,Silica,0.246449375631923,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.05005,0.0433445714594111,0,357.825690763978
Grewal,Silica,0.305198745649732,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.05005,0.0433445714594111,0,364.911389488238
Grewal,Silica,0.353158590519956,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.05005,0.0433445714594111,0,368.775006808136
Grewal,Silica,0.400896273911304,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.05005,0.0433445714594111,0,374.922753838741
Grewal,Silica,0.0935705377814744,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.05005,0.0433445714594111,0,301.061807403063
Grewal,Silica,0.145451709147299,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.05005,0.0433445714594111,0,330.878563797474
Grewal,Silica,0.194516484127216,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.05005,0.0433445714594111,0,347.720583614387
Grewal,Silica,0.246476411124633,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.05005,0.0433445714594111,0,360.590055931458
Grewal,Silica,0.304253677733933,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.05005,0.0433445714594111,0,368.278798416323
Grewal,Silica,0.357357324987291,NaN,0.0273549991,NaN,293.15,100000,0.000167,2670,0.44,0.81,0.0286,0.05005,0.0433445714594111,0,373.092936296793
